"BESTELLIDENT";"TARGET_BETRUG";"B_EMAIL";"B_TELEFON";"B_GEBDATUM";"FLAG_LRIDENTISCH";"FLAG_NEWSLETTER";"Z_METHODE";"Z_CARD_ART";"Z_CARD_VALID";"Z_LAST_NAME";"WERT_BEST";"TAG_BEST";"TIME_BEST";"ANZ_BEST";"CHK_LADR";"CHK_RADR";"CHK_KTO";"CHK_CARD";"CHK_COOKIE";"CHK_IP";"FAIL_LPLZ";"FAIL_LORT";"FAIL_LPLZORTMATCH";"FAIL_RPLZ";"FAIL_RORT";"FAIL_RPLZORTMATCH";"SESSION_TIME";"NEUKUNDE";"ANZ_BEST_GES";"WERT_BEST_GES";"DATUM_LBEST";"MAHN_AKT";"MAHN_HOECHST";"ANUMMER_LIST"
"42831";"nein";"ja";"nein";"1962-03-18 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"02.2007";"ja";"6,5";"Mo";"1899-12-30 16:52:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"2";"115,98";"2003-03-12 00:00:00.000";"0";"0";"[203772]"
"42832";"nein";"ja";"nein";"1966-01-25 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"06.2005";"ja";"29,99";"So";"1899-12-30 07:41:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"nein";"1";"78,43";"2002-12-14 00:00:00.000";"0";"0";"[206255]"
"42834";"nein";"ja";"nein";"1981-03-08 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"11.2007";"ja";"108,55";"Fr";"1899-12-30 23:48:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"1";"25,01";"2004-12-30 00:00:00.000";"0";"0";"[305580,108499,400061]"
"42836";"nein";"ja";"nein";"1970-12-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2005";"-";"5,2";"Di";"1899-12-30 05:56:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[604485]"
"42838";"nein";"ja";"nein";"1969-10-09 00:00:00.000";"ja";"nein";"Lastschrift";"-";"04.2006";"ja";"52";"Di";"1899-12-30 18:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"11,74";"2001-12-21 00:00:00.000";"0";"2";"[404921]"
"42839";"nein";"ja";"nein";"1961-07-15 00:00:00.000";"nein";"nein";"Lastschrift";"-";"03.2006";"ja";"105,5";"Sa";"1899-12-30 15:12:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[405431,207610]"
"42841";"nein";"ja";"nein";"1969-08-17 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"07.2006";"ja";"19,99";"Mo";"1899-12-30 13:59:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"69,14";"2001-08-02 00:00:00.000";"0";"0";"[402697]"
"42843";"nein";"nein";"ja";"1966-09-11 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"26";"Do";"1899-12-30 18:09:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"102,3";"2001-04-28 00:00:00.000";"0";"0";"[206310]"
"42847";"nein";"nein";"ja";"1981-09-24 00:00:00.000";"ja";"nein";"Lastschrift";"-";"07.2005";"ja";"31,9";"Mi";"1899-12-30 08:16:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"13,1";"2002-06-14 00:00:00.000";"0";"0";"[105580]"
"42848";"nein";"ja";"nein";"1972-12-31 00:00:00.000";"ja";"nein";"Kundenkarte";"Kundenkarte";"11.2006";"ja";"167,34";"Do";"1899-12-30 10:09:00.000";"6";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"2";"16,26";"2001-08-18 00:00:00.000";"0";"1";"[205555,404269,109725,208997,205966,406507]"
"42849";"nein";"ja";"nein";"1980-12-23 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2005";"-";"14,5";"Do";"1899-12-30 19:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"15";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[402062]"
"42851";"nein";"ja";"nein";"1975-07-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2007";"-";"12,6";"So";"1899-12-30 04:02:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[509500]"
"42852";"nein";"ja";"nein";"1971-01-17 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2007";"-";"62";"Sa";"1899-12-30 02:20:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"3";"129,78";"2004-05-30 00:00:00.000";"0";"0";"[106284]"
"42853";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2007";"ja";"12,6";"Di";"1899-12-30 07:02:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[202448]"
"42854";"nein";"nein";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"04.2006";"ja";"176,9";"Mi";"1899-12-30 04:09:00.000";"5";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[308889,200925,406203,202243,402681]"
"42856";"nein";"nein";"nein";"1962-05-12 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"23,5";"Sa";"1899-12-30 10:26:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[202611]"
"42857";"nein";"ja";"nein";"1976-08-26 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2005";"-";"57,8";"Mi";"1899-12-30 23:52:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"53,1";"2001-05-20 00:00:00.000";"1";"1";"[402123]"
"42858";"nein";"ja";"nein";"1963-06-08 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"23,5";"So";"1899-12-30 11:27:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"36,01";"2003-08-09 00:00:00.000";"0";"3";"[202611]"
"42859";"nein";"ja";"nein";"1986-11-23 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"17,8";"Sa";"1899-12-30 16:09:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"2";"12,46";"2001-07-26 00:00:00.000";"0";"0";"[406160,407162]"
"42861";"nein";"nein";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"01.2007";"ja";"158,24";"Sa";"1899-12-30 01:15:00.000";"5";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"26,08";"2003-06-03 00:00:00.000";"0";"0";"[302677,602089,101893,600476,104077]"
"42863";"nein";"ja";"nein";"1962-08-01 00:00:00.000";"nein";"nein";"Kreditkarte";"Amex";"11.2006";"ja";"35,75";"Mo";"1899-12-30 22:47:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101893,200953]"
"42864";"nein";"ja";"nein";"1980-08-26 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2007";"-";"12,6";"Sa";"1899-12-30 22:26:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[205874]"
"42865";"nein";"nein";"nein";"1966-02-24 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"03.2006";"ja";"34,5";"Mi";"1899-12-30 01:06:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"63,8";"2004-04-07 00:00:00.000";"0";"0";"[506590]"
"42866";"nein";"ja";"nein";"1981-03-12 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2006";"-";"23,5";"Di";"1899-12-30 02:42:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[504792]"
"42867";"nein";"ja";"nein";"1974-04-24 00:00:00.000";"nein";"nein";"Lastschrift";"-";"12.2006";"ja";"51";"So";"1899-12-30 16:03:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"99,08";"2004-07-22 00:00:00.000";"0";"0";"[406821]"
"42869";"nein";"ja";"nein";"1973-04-22 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"16";"Fr";"1899-12-30 10:33:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"8,92";"2002-07-09 00:00:00.000";"0";"0";"[400214]"
"42870";"nein";"nein";"nein";"1984-12-13 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2006";"-";"22,95";"Fr";"1899-12-30 23:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"59,79";"2002-09-19 00:00:00.000";"0";"0";"[406507]"
"42871";"nein";"nein";"nein";"1964-06-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"09.2007";"ja";"12,8";"Sa";"1899-12-30 16:59:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[109670]"
"42873";"nein";"ja";"nein";"1978-03-13 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"11.2006";"nein";"17,8";"Di";"1899-12-30 14:38:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"nein";"1";"81,85";"2002-02-11 00:00:00.000";"0";"0";"[109006]"
"42874";"nein";"ja";"nein";"1966-07-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2005";"-";"18,2";"Sa";"1899-12-30 17:01:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"2";"61,14";"2004-09-10 00:00:00.000";"1";"1";"[408143]"
"42876";"nein";"ja";"nein";"1961-12-12 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2007";"-";"62";"Mi";"1899-12-30 13:20:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"22";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[609006]"
"42878";"nein";"ja";"nein";"1961-12-17 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"32,8";"Di";"1899-12-30 15:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"47,3";"2003-09-20 00:00:00.000";"0";"0";"[307046]"
"42880";"nein";"nein";"ja";"1980-02-17 00:00:00.000";"nein";"nein";"Lastschrift";"-";"03.2005";"ja";"23,5";"Di";"1899-12-30 12:38:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[504792]"
"42882";"nein";"ja";"nein";"1975-11-14 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2007";"-";"62";"Mo";"1899-12-30 22:37:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"nein";"1";"11,15";"2000-12-21 00:00:00.000";"0";"1";"[603776]"
"42883";"nein";"ja";"nein";"1969-11-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2006";"-";"16";"Sa";"1899-12-30 10:04:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"3";"54";"2002-11-27 00:00:00.000";"0";"0";"[401223]"
"42885";"nein";"ja";"nein";"1979-03-13 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2005";"-";"68,4";"Fr";"1899-12-30 07:09:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401285]"
"42887";"nein";"ja";"nein";"1981-09-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2006";"-";"9,99";"So";"1899-12-30 09:41:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[503367]"
"42888";"nein";"ja";"ja";"1971-11-17 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2007";"-";"9,99";"So";"1899-12-30 14:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[506284]"
"42892";"nein";"ja";"ja";"1969-08-08 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"8,5";"Fr";"1899-12-30 13:04:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"nein";"4";"238,68";"2003-06-17 00:00:00.000";"0";"0";"[409662]"
"42893";"nein";"nein";"nein";"1974-10-03 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2006";"ja";"43,5";"So";"1899-12-30 05:17:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[309102]"
"42894";"nein";"nein";"nein";"1964-07-11 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"05.2007";"ja";"16";"Di";"1899-12-30 18:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[200822]"
"42896";"nein";"nein";"nein";"1947-11-19 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"12.2006";"ja";"57,8";"Sa";"1899-12-30 01:28:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[108801]"
"42899";"nein";"ja";"nein";"1983-01-09 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"06.2007";"nein";"6,5";"Sa";"1899-12-30 02:25:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"nein";"1";"102,09";"2002-03-10 00:00:00.000";"0";"0";"[106520]"
"42904";"nein";"ja";"nein";"1967-04-19 00:00:00.000";"ja";"nein";"Kundenkarte";"Kundenkarte";"07.2006";"ja";"87,29";"Sa";"1899-12-30 05:35:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"20";"nein";"1";"9,09";"2001-07-26 00:00:00.000";"0";"0";"[607359,208605,504485]"
"42906";"nein";"ja";"ja";"1974-08-25 00:00:00.000";"nein";"nein";"Lastschrift";"-";"03.2006";"ja";"18,5";"Mo";"1899-12-30 14:45:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[108777]"
"42907";"nein";"ja";"nein";"1985-05-25 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"05.2006";"ja";"43,5";"Mo";"1899-12-30 12:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[406774]"
"42908";"nein";"ja";"ja";"1974-06-10 00:00:00.000";"nein";"nein";"Lastschrift";"-";"09.2005";"ja";"22,5";"So";"1899-12-30 15:32:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"5,25";"2001-01-25 00:00:00.000";"0";"0";"[208397,306821]"
"42910";"nein";"ja";"nein";"1978-02-17 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"10.2007";"ja";"32,8";"Fr";"1899-12-30 09:09:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[500767]"
"42912";"nein";"ja";"nein";"1982-08-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2006";"-";"19,99";"So";"1899-12-30 12:02:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[302677]"
"42913";"nein";"ja";"nein";"1972-06-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2005";"-";"17,5";"Mi";"1899-12-30 01:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"11,38";"2004-07-08 00:00:00.000";"0";"0";"[607046]"
"42914";"nein";"ja";"nein";"1977-09-01 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2007";"ja";"41";"Mi";"1899-12-30 22:07:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"nein";"1";"123,9";"2003-02-20 00:00:00.000";"0";"0";"[405767]"
"42915";"nein";"nein";"nein";"1975-12-20 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2007";"-";"75,5";"So";"1899-12-30 09:19:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"37,65";"2003-08-01 00:00:00.000";"0";"0";"[406406,102681,200822]"
"42916";"nein";"nein";"nein";"1949-05-03 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"6,5";"Mo";"1899-12-30 22:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[309725]"
"42917";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2006";"-";"46,5";"Di";"1899-12-30 09:04:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[206520]"
"42919";"nein";"ja";"nein";"1955-08-06 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"10.2006";"ja";"125,29";"So";"1899-12-30 15:30:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"17";"nein";"1";"75,9";"2001-04-14 00:00:00.000";"0";"2";"[402572,201796,100147]"
"42920";"nein";"ja";"nein";"1974-03-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2006";"-";"16";"So";"1899-12-30 10:19:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"2";"53,68";"2004-03-26 00:00:00.000";"0";"0";"[502677]"
"42924";"nein";"ja";"nein";"1981-02-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2007";"-";"17,5";"Mo";"1899-12-30 19:39:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400124]"
"42927";"nein";"ja";"nein";"1982-03-23 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"09.2005";"ja";"16";"Sa";"1899-12-30 15:07:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400214]"
"42928";"nein";"ja";"nein";"1961-04-16 00:00:00.000";"nein";"nein";"Lastschrift";"-";"07.2007";"ja";"129";"Sa";"1899-12-30 00:06:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"13";"nein";"1";"10,32";"2002-10-21 00:00:00.000";"0";"0";"[200293,402572]"
"42929";"nein";"ja";"nein";"1971-03-05 00:00:00.000";"ja";"nein";"Lastschrift";"-";"10.2006";"ja";"112,58";"Mi";"1899-12-30 14:31:00.000";"6";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[201648,405580,602845,102089,209386,407193]"
"42930";"nein";"ja";"nein";"1959-07-26 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2007";"-";"89,6";"So";"1899-12-30 15:12:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"nein";"1";"27,52";"2003-07-27 00:00:00.000";"0";"0";"[202634,504485,409333]"
"42932";"nein";"ja";"nein";"1962-09-27 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2007";"ja";"18,2";"Di";"1899-12-30 23:35:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"6,24";"2001-01-02 00:00:00.000";"0";"0";"[500578]"
"42933";"nein";"nein";"ja";"1982-04-30 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"04.2007";"ja";"80,5";"Mi";"1899-12-30 05:10:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400767,308889]"
"42935";"nein";"ja";"nein";"1967-06-05 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"29,99";"Mo";"1899-12-30 03:27:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[405284]"
"42936";"nein";"nein";"nein";"1967-07-24 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2005";"-";"17,5";"So";"1899-12-30 14:01:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"5,84";"2003-05-15 00:00:00.000";"0";"0";"[400124]"
"42937";"nein";"ja";"ja";"1899-12-30 00:00:00.000";"ja";"ja";"Rechnung";"-";"11.2006";"-";"23,5";"Di";"1899-12-30 02:15:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"7,32";"2001-06-20 00:00:00.000";"0";"0";"[402224]"
"42938";"nein";"ja";"nein";"1953-02-27 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"03.2006";"ja";"167,29";"Fr";"1899-12-30 02:20:00.000";"5";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"134,51";"2003-03-24 00:00:00.000";"0";"0";"[205378,200124,207046,202294,201216]"
"42940";"nein";"ja";"nein";"1956-12-02 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"06.2006";"ja";"52";"So";"1899-12-30 19:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[100925]"
"42942";"nein";"nein";"nein";"1971-02-18 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2007";"-";"34,5";"Sa";"1899-12-30 03:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"38,16";"2003-03-01 00:00:00.000";"1";"1";"[405874]"
"42943";"nein";"nein";"nein";"1964-01-01 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2006";"-";"43,5";"So";"1899-12-30 15:45:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"nein";"1";"31,8";"2002-03-02 00:00:00.000";"0";"0";"[400072]"
"42946";"nein";"ja";"nein";"1975-02-11 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"12.2006";"ja";"54,5";"Mi";"1899-12-30 17:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[203367]"
"42947";"nein";"nein";"nein";"1965-10-04 00:00:00.000";"ja";"nein";"Kundenkarte";"Kundenkarte";"12.2007";"ja";"32,8";"Fr";"1899-12-30 17:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[105685]"
"42948";"nein";"ja";"nein";"1960-07-24 00:00:00.000";"nein";"nein";"Lastschrift";"-";"04.2007";"ja";"74,49";"Fr";"1899-12-30 04:49:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[407416,402246]"
"42950";"nein";"nein";"nein";"1973-03-21 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"06.2006";"ja";"18,2";"Di";"1899-12-30 02:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400035]"
